"logFC"	"logCPM"	"F"	"PValue"	"FDR"
"TRINITY_DN294161_c0_g2"	18.4175935545193	6.85700603802291	115.985268563066	1.82424981299403e-10	6.07102491528659e-09
"TRINITY_DN296278_c0_g5"	22.383494083794	7.36270478524612	177.28950559101	1.96865376038097e-10	6.4818972216799e-09
"TRINITY_DN276022_c0_g1"	21.9627207870477	7.34589125668947	175.193972565112	2.16008547503899e-10	7.03733110025859e-09
"TRINITY_DN314645_c3_g3"	20.8151331171171	7.06132864222441	135.907479451247	2.21885523453426e-10	7.15349682383701e-09
"TRINITY_DN316900_c0_g3"	20.8057371669807	7.17291487971585	134.107347044875	2.49442878256053e-10	7.76960632868147e-09
"TRINITY_DN295218_c0_g1"	18.7557164039059	6.77978612206574	112.270667668421	2.49813613409682e-10	7.76960632868147e-09
"TRINITY_DN276910_c0_g2"	20.3651308453541	6.91318576659881	134.039658217918	2.50550073042654e-10	7.76960632868147e-09
"TRINITY_DN276992_c0_g1"	20.2461614683454	6.94659039833252	134.009971841113	2.51037361185185e-10	7.76960632868147e-09
"TRINITY_DN316991_c4_g1"	7.11525691006484	12.352595677977	111.707996300219	2.62196416437374e-10	8.03463276112546e-09
"TRINITY_DN310084_c1_g2"	18.5420478678592	6.8631299646877	111.346676817145	2.7049889747236e-10	8.20778517330348e-09
"TRINITY_DN276607_c0_g1"	20.4166006849997	6.83803402273126	130.178361550308	3.23630642576672e-10	9.72462950266795e-09
"TRINITY_DN314832_c0_g1"	20.3830878235088	6.8847674789197	129.462428524408	3.39605966430671e-10	1.01065429432974e-08
"TRINITY_DN274809_c0_g1"	21.709249134594	7.12265422095082	163.25732930268	3.73951222150076e-10	1.10226574528999e-08
"TRINITY_DN299789_c0_g1"	22.1273074373762	7.03057893412709	157.562609351006	4.92239026658727e-10	1.43724508255543e-08
"TRINITY_DN234168_c0_g1"	19.7079584123126	6.83063999213227	121.478969124765	5.90763057517921e-10	1.70879594674576e-08
"TRINITY_DN292378_c0_g2"	-12.6997763693268	8.68151459720287	99.8907629138558	7.61447449336755e-10	2.18211097749746e-08
"TRINITY_DN292331_c0_g1"	19.9484273039928	7.13283875355563	116.705790860879	8.35200861943137e-10	2.37151070432478e-08
"TRINITY_DN299755_c1_g4"	20.1151775493755	6.66663393737097	116.224795972636	8.6544054367115e-10	2.43503498423837e-08
"TRINITY_DN299722_c1_g1"	21.8954079739039	6.93211552398475	140.623957014583	1.1799190608943e-09	3.28995449861969e-08
"TRINITY_DN293499_c0_g1"	-11.7445216224371	9.24847103426427	93.6085820827732	1.40106717600416e-09	3.87169902654722e-08
"TRINITY_DN295071_c1_g1"	-7.50444870584481	9.273160041984	91.9227697841311	1.65951218882695e-09	4.54530108355701e-08
"TRINITY_DN310742_c1_g1"	8.03377821493676	11.7343132748651	88.6929761117689	2.3117295044949e-09	6.27614282141378e-08
"TRINITY_DN256219_c0_g2"	19.7113305833241	6.52137333126069	102.673683443645	2.49250998994938e-09	6.70810297295072e-08
"TRINITY_DN276016_c0_g1"	21.0588711515207	6.58817846739286	116.123203726339	5.02159607054573e-09	1.33981377916716e-07
"TRINITY_DN295269_c0_g3"	20.6640831516458	6.33302652852744	112.075036363028	6.54499280504773e-09	1.73134638731818e-07
"TRINITY_DN312003_c1_g6"	20.4429193732125	6.2032394462178	108.073514181673	8.57600968519413e-09	2.24938559115897e-07
"TRINITY_DN274054_c0_g1"	18.1384228171548	5.84544237855506	80.1679599597598	1.93511191735029e-08	5.03291712957911e-07
"TRINITY_DN292660_c0_g1"	19.9615980199062	5.99142183427253	96.2802923911692	2.00738978853424e-08	5.17739282959457e-07
"TRINITY_DN311070_c0_g3"	-9.95532516473976	8.84252799649673	68.5136755057168	2.35367947685897e-08	6.0203619676682e-07
"TRINITY_DN312001_c0_g1"	-7.63686262524981	9.20885940679368	67.5990282295493	2.64625040264951e-08	6.7132336034428e-07
"TRINITY_DN298476_c0_g1"	-6.17949162017213	9.30297943020024	66.9445458202612	2.87980256569672e-08	7.24633247222062e-07
"TRINITY_DN175296_c0_g1"	6.81293083122452	8.11125034407833	66.485637870996	3.05689608622685e-08	7.62991402167105e-07
"TRINITY_DN298831_c0_g1"	17.2165316962049	7.53566275587544	75.0349253940217	3.29670406826389e-08	8.11704886430149e-07
"TRINITY_DN3495_c0_g1"	19.9600472367076	5.96870883364142	89.896931822948	3.30451746979641e-08	8.11704886430149e-07
"TRINITY_DN310084_c1_g1"	19.6760247969959	5.83433807778759	89.0228890371401	3.54618984060134e-08	8.64209256430011e-07
"TRINITY_DN293691_c0_g1"	-11.3086031972694	12.3178964813271	64.4236519913003	4.0126393358098e-08	9.70243651900884e-07
"TRINITY_DN294652_c0_g3"	19.2462192790914	5.7388729467713	87.3450707500382	4.06750651946952e-08	9.75886254089781e-07
"TRINITY_DN293492_c0_g1"	19.5318513143244	5.84043127824905	87.1175781211352	4.1445676959073e-08	9.82640687663739e-07
"TRINITY_DN276974_c0_g1"	17.1449858045241	5.85063577444203	72.8802246976643	4.15915767637964e-08	9.82640687663739e-07
"TRINITY_DN293895_c0_g1"	19.7142906111476	5.8635249522504	86.9059929355302	4.2177073630474e-08	9.88924567320582e-07
"TRINITY_DN311484_c1_g1"	19.165907808135	5.70079145921827	83.2796513718664	5.72498973799177e-08	1.33224385256275e-06
"TRINITY_DN292950_c0_g1"	-10.9812362528802	9.20469756982255	61.7073620617671	5.80063809322214e-08	1.3397742461584e-06
"TRINITY_DN296758_c2_g5"	6.05708278304911	11.4868286950824	61.410799696044	6.04317319688565e-08	1.38545341069341e-06
"TRINITY_DN292975_c0_g1"	19.0955149421413	5.73927857671163	81.5140180321584	6.67041180696541e-08	1.51800915754103e-06
"TRINITY_DN298805_c0_g2"	19.0667148737691	5.53839403170212	81.1486871225819	6.88711515205131e-08	1.55588477340137e-06
"TRINITY_DN299658_c5_g1"	-7.04976316891072	8.54776446000242	58.9575613549728	8.52928743338602e-08	1.91290902944418e-06
"TRINITY_DN274635_c0_g1"	17.5554204786408	5.54255778192172	66.3663597370911	8.69412781833779e-08	1.93585076242845e-06
"TRINITY_DN277053_c0_g1"	-9.79598170075459	8.8808198554677	58.7579557669783	8.7758458270548e-08	1.94008877390961e-06
"TRINITY_DN271268_c0_g1"	16.7956199169717	5.65559645728972	65.9143820682111	9.1695444119229e-08	2.01274751453201e-06
"TRINITY_DN298164_c0_g1"	19.1507416085678	5.66522185861127	77.7544360060156	9.32391731798781e-08	2.03222000698396e-06
"TRINITY_DN312719_c0_g1"	6.16469469028649	12.5536912887159	57.6566629743812	1.02832872656462e-07	2.22564853756468e-06
"TRINITY_DN295083_c1_g3"	7.93118551173909	16.533677585843	57.4969460884361	1.0524357756184e-07	2.24709866215731e-06
"TRINITY_DN317243_c9_g4"	5.45210493627443	9.10941309798985	57.4948233800183	1.05276027790892e-07	2.24709866215731e-06
"TRINITY_DN252876_c0_g1"	10.5537190747034	7.62793884860265	57.1695076537629	1.10380182132436e-07	2.3399086554787e-06
"TRINITY_DN294657_c0_g2"	18.8143402316848	5.43982444675793	75.4398974545611	1.15365731430699e-07	2.42182603531092e-06
"TRINITY_DN310746_c0_g3"	18.8034913208293	5.66271939780552	75.398701338747	1.1580945176931e-07	2.42182603531092e-06
"TRINITY_DN276983_c0_g1"	-8.39360273800739	7.97739444341348	56.2782787378194	1.25794193843357e-07	2.61297335533685e-06
"TRINITY_DN254084_c0_g1"	17.1564807889615	5.2595179969131	61.9879839654261	1.47426522272083e-07	3.04190057621398e-06
"TRINITY_DN298832_c1_g1"	-9.16027214998507	7.38967154890798	54.8204116759086	1.56294526675139e-07	3.20352026529507e-06
"TRINITY_DN274735_c0_g1"	-9.52457690938064	8.85708352297887	54.3153552841845	1.68666249485196e-07	3.43435554050448e-06
"TRINITY_DN292909_c0_g1"	-5.53505541535433	9.09517974588081	52.8462718114691	2.11121933741872e-07	4.25138738927239e-06
"TRINITY_DN311419_c1_g1"	5.91401830228844	13.0086260168177	52.8334810982701	2.11539146348287e-07	4.25138738927239e-06
"TRINITY_DN299758_c1_g2"	-7.1877004736925	8.86360553296196	51.8794686420933	2.45335881694937e-07	4.8988035731989e-06
"TRINITY_DN316900_c0_g1"	18.5827589355515	5.33825334913601	66.9772872042294	2.63888086151685e-07	5.2354719656376e-06
"TRINITY_DN294674_c6_g1"	-7.03883440173173	8.70184640113905	51.2819127208952	2.69469099693148e-07	5.31214562770888e-06
"TRINITY_DN299020_c1_g1"	-8.61244004200714	7.72617855639205	50.7039145527575	2.95286591906681e-07	5.78425317690618e-06
"TRINITY_DN296377_c0_g1"	17.9912410673623	5.04034085731647	63.3608690764906	3.85782787450705e-07	7.50941966767252e-06
"TRINITY_DN311077_c1_g1"	-7.23038826517763	9.72111497591315	47.9357338729542	4.62464731586903e-07	8.94580215163415e-06
"TRINITY_DN299255_c0_g1"	-8.05358556720299	7.81839211605712	47.8631718113653	4.68047642435273e-07	8.99756182197e-06
"TRINITY_DN296791_c0_g1"	-10.2016642461943	7.0163330003539	47.7316515520258	4.7835451904369e-07	9.13893355827297e-06
"TRINITY_DN299263_c0_g1"	17.6957531678913	4.89030117904777	61.0028022636208	4.98878444416273e-07	9.47256923600224e-06
"TRINITY_DN294655_c4_g1"	-10.2093478012498	9.47692405469667	46.7502167613142	5.63529074272324e-07	1.06348932004442e-05
"TRINITY_DN299209_c0_g1"	4.96304008149527	11.4067192757216	46.4754458442927	5.90234953628646e-07	1.10713768574585e-05
"TRINITY_DN316228_c3_g1"	-4.82801423908781	9.32697480990176	46.157288516713	6.22889402515617e-07	1.16135102456978e-05
"TRINITY_DN299750_c2_g1"	-9.07659359056418	9.1847537878682	45.7993045356411	6.61998293820201e-07	1.22687707746918e-05
"TRINITY_DN296786_c0_g3"	4.99346222609486	12.9030270277317	44.8945019510966	7.73275352741236e-07	1.4245757242465e-05
"TRINITY_DN294650_c0_g4"	5.04339220878307	10.4085729382305	44.6529740636401	8.06311538530043e-07	1.47664746257425e-05
"TRINITY_DN316900_c0_g2"	17.4339381504514	4.76521453301963	55.692949884126	9.17331959947456e-07	1.67008377413963e-05
"TRINITY_DN276554_c0_g1"	17.0116485944408	4.63494388845045	55.3342307561233	9.57417639159406e-07	1.7328699375429e-05
"TRINITY_DN296362_c0_g5"	-8.53357073222925	7.29933524522993	43.5565979433334	9.76841693501126e-07	1.75774711708488e-05
"TRINITY_DN299263_c0_g3"	17.0141150909608	4.56422730019181	51.7597294354455	1.48421952145125e-06	2.65529446178707e-05
"TRINITY_DN293456_c0_g2"	-10.8788219861365	7.10556006664936	40.9999029095633	1.54791382899287e-06	2.75332948317985e-05
"TRINITY_DN276910_c0_g1"	16.7587773330096	4.45277077518028	50.9436041703651	1.6458307940513e-06	2.91076931862216e-05
"TRINITY_DN271251_c0_g1"	-5.80988523758241	8.22016375514264	40.1518401504663	1.81085994242874e-06	3.18443836466873e-05
"TRINITY_DN292396_c0_g1"	-6.01382923314128	8.1544948037559	39.5213453664294	2.03777980379541e-06	3.56323643658011e-05
"TRINITY_DN276586_c0_g1"	-6.87167014720099	8.18029979742262	38.6985373472069	2.38165015160911e-06	4.14112765125292e-05
"TRINITY_DN312745_c1_g3"	16.2614231800615	4.2376681062774	47.9681885334375	2.42566977179705e-06	4.19410499648708e-05
"TRINITY_DN299755_c1_g3"	16.3315264367687	4.26238773285424	47.806749711034	2.47853743117452e-06	4.26170741638063e-05
"TRINITY_DN278824_c0_g1"	-8.53201591092851	6.8614800871797	38.1332552501664	2.6542778941067e-06	4.53866855373493e-05
"TRINITY_DN278387_c0_g1"	-6.12284806612457	9.41685565719731	37.4924303216975	3.00505561897531e-06	5.110245681719e-05
"TRINITY_DN314157_c1_g1"	-13.6487860010172	5.5543358308884	37.1535951190808	3.21066282042255e-06	5.4300554257966e-05
"TRINITY_DN298802_c0_g2"	-9.96515115542764	10.1391362698447	36.3548279046323	3.7585502817035e-06	6.32212669666975e-05
"TRINITY_DN111410_c0_g1"	15.9133315206676	4.65609815132548	44.6980857487081	3.79590747515608e-06	6.3504506138422e-05
"TRINITY_DN256326_c0_g1"	16.0227157691198	4.1368311950585	44.2831479662696	4.02480926289295e-06	6.69719605841597e-05
"TRINITY_DN311484_c1_g5"	15.2967603084957	3.85096822469622	42.188979864767	5.44305763190442e-06	9.00869698970276e-05
"TRINITY_DN296362_c0_g2"	-14.4054821416874	5.05484956443749	36.2415610649465	5.61202449636312e-06	9.23894458310844e-05
"TRINITY_DN316210_c3_g3"	-9.91432928598931	6.37075355950806	34.2271835933295	5.78162530762484e-06	9.46779382386184e-05
"TRINITY_DN292382_c1_g2"	-7.0072815936678	7.24121953833681	34.115504832781	5.91651011764128e-06	9.6376835863683e-05
"TRINITY_DN294779_c0_g2"	-4.78321780666286	9.36551367626757	34.0058766167967	6.05225485825279e-06	9.80718784622637e-05
"TRINITY_DN298447_c1_g1"	-4.58038510425199	10.2614443043337	33.9088192286792	6.17526502139275e-06	9.9543985631305e-05
"TRINITY_DN316223_c6_g3"	-6.06072234555864	8.39105893909112	33.7847098348289	6.33654008337576e-06	0.000101614464031337
"TRINITY_DN295269_c0_g5"	15.1383348273827	3.95981151674203	40.9526932492339	6.53868473973334e-06	0.000104315614791107
"TRINITY_DN314109_c1_g1"	-12.4869359413913	5.65178637431173	32.7373144661972	7.89533388699101e-06	0.000125313119898652
"TRINITY_DN311792_c1_g1"	-6.55814009384528	7.32058541665805	32.6022074689073	8.12508054730347e-06	0.000128301654560736
"TRINITY_DN310761_c3_g3"	-5.22823684267904	9.4661550905322	32.3203260196817	8.62818974014982e-06	0.000135554554547024
"TRINITY_DN292383_c0_g1"	-4.98708436285638	9.56931643744376	32.0933935424096	9.05787543605086e-06	0.00014158648724534
"TRINITY_DN314218_c0_g2"	-7.05871959883711	7.57358273256188	31.7941733384246	9.6604072044607e-06	0.000150246031647266
"TRINITY_DN314176_c1_g1"	-4.81971521885084	9.91159059307217	31.6370858755835	9.99407919744636e-06	0.000154658375580482
"TRINITY_DN311986_c0_g1"	4.4813559339046	12.8698866820092	31.613625120987	1.00449800353051e-05	0.000154672702533678
"TRINITY_DN277394_c0_g1"	15.096697278837	3.7251641709294	38.01163145657	1.02852447942362e-05	0.000157588280386937
"TRINITY_DN311788_c0_g1"	-11.3163646919577	5.72973375738932	31.2266579156462	1.09265647003853e-05	0.00016658974259947
"TRINITY_DN292961_c0_g1"	-4.18034459655284	9.51841609247972	31.033249853215	1.13984553714551e-05	0.000172932447914968
"TRINITY_DN316974_c2_g2"	-6.39100729833538	14.8710549962346	30.7824384160208	1.20437261141697e-05	0.00018183088938222
"TRINITY_DN295269_c0_g4"	14.4443391436367	3.4504687961474	36.672072229631	1.27478161831022e-05	0.000191526655760686
"TRINITY_DN278343_c0_g1"	-10.3171746404214	5.53889858295791	30.4506790004066	1.29590719290468e-05	0.000193760036813526
"TRINITY_DN223830_c0_g1"	-10.2542107653628	6.69830326632133	30.1729126166447	1.37837928515505e-05	0.000205100186901678
"TRINITY_DN296781_c0_g1"	-5.85241681863544	8.2091790515646	30.1205144168377	1.39456824642806e-05	0.000206516206827505
"TRINITY_DN311412_c1_g1"	-6.67501114278395	7.9688658699267	30.0087705763066	1.42978824527189e-05	0.000210723553291261
"TRINITY_DN311478_c1_g1"	4.8339653337461	15.9062970212267	29.8117424113925	1.49427020277153e-05	0.000219183235904165
"TRINITY_DN312726_c1_g1"	13.8510284852434	3.5757207534013	35.3954225471053	1.57231874258832e-05	0.000229543703222211
"TRINITY_DN292979_c1_g2"	-6.73551003099509	8.07100555724032	29.2768535446298	1.68584410309103e-05	0.000244961854416279
"TRINITY_DN314848_c0_g1"	-4.13701862301021	10.3983366871933	29.1856969213416	1.72108187324628e-05	0.000248273568109339
"TRINITY_DN299783_c0_g3"	12.9307652414718	3.89212011954649	31.4303385223665	1.72467906764161e-05	0.000248273568109339
"TRINITY_DN294747_c0_g1"	-6.62223616810866	8.74667766624462	28.9896169550015	1.79962697988854e-05	0.00025729098168201
