"logFC"	"logCPM"	"F"	"PValue"	"FDR"
"TRINITY_DN314643_c0_g1"	-5.32472610056442	6.75769491142209	4.99035887802016	0.0327712671294177	0.186577747523485
"TRINITY_DN226744_c0_g1"	5.88123847550635	6.83848121163112	4.97117741964085	0.0330845679735029	0.187280171471492
"TRINITY_DN296719_c0_g1"	4.82210129589566	8.62184464662191	4.92512238895646	0.0331870405339802	0.187280171471492
"TRINITY_DN274048_c0_g1"	-6.03401812862422	7.01764361829548	4.85648388918782	0.0347899378217795	0.194223885753836
"TRINITY_DN314628_c4_g4"	-4.20791391256145	8.38599755142514	4.83074569016182	0.0348063100633421	0.194223885753836
"TRINITY_DN296785_c0_g1"	-6.08340562686013	7.44623851940089	4.85176400234151	0.0348723604397989	0.194223885753836
"TRINITY_DN220145_c0_g2"	-4.79608439596456	6.54031791801842	4.81806959018785	0.0354670349961804	0.195654872864103
"TRINITY_DN312041_c2_g2"	-5.44553856860583	7.46224876277954	4.8170767247873	0.0354847264321193	0.195654872864103
"TRINITY_DN3404_c0_g1"	4.57421042795533	6.48012041852339	4.82476509870118	0.0355874983429634	0.195654872864103
"TRINITY_DN274525_c0_g1"	-5.5729355009462	6.92765579470104	4.76770082359864	0.0363768983789457	0.199140200100126
"TRINITY_DN312009_c2_g1"	-5.1706806353393	8.79655219110499	4.7315741719442	0.0366016882265275	0.199518138800773
"TRINITY_DN256248_c0_g1"	-4.79131657735086	6.54270686330229	4.72495784315891	0.0371691734418163	0.201505502965349
"TRINITY_DN298176_c0_g1"	-5.40380486763792	7.96621509136346	4.69544149643053	0.0372808775978046	0.201505502965349
"TRINITY_DN314214_c0_g1"	-4.06504807151954	8.39034338254161	4.6559742080284	0.0380385967711904	0.204682375100944
"TRINITY_DN252811_c1_g1"	-5.53612669899591	6.95692068262198	4.68418854146254	0.0381882026925258	0.204682375100944
"TRINITY_DN316644_c1_g2"	3.27959567899567	10.7257058963111	4.63781510107739	0.0383928946418706	0.204922075150985
"TRINITY_DN296778_c0_g2"	4.16959394763184	6.39701036351164	4.65693704761029	0.038716234994059	0.2054755154566
"TRINITY_DN276401_c0_g1"	-5.48191790574205	7.20946221655033	4.61560178451645	0.039532604790187	0.2054755154566
"TRINITY_DN584380_c0_g1"	4.38741653760358	6.4272549717841	4.61074257777202	0.0396298156484214	0.2054755154566
"TRINITY_DN349120_c0_g1"	-3.91311878169587	6.27257009482448	5.11395034659907	0.0399401981584944	0.2054755154566
"TRINITY_DN385105_c0_g1"	-3.91311878169587	6.27257009482448	5.11395034659907	0.0399401981584944	0.2054755154566
"TRINITY_DN684456_c0_g1"	-3.94195786456623	6.27561343916536	5.11634924078598	0.0399401981743326	0.2054755154566
"TRINITY_DN35246_c0_g1"	-4.07990137984121	6.29185395571585	5.50304224290069	0.0399401982675975	0.2054755154566
"TRINITY_DN620315_c0_g1"	-4.10731381576737	6.29486516272189	5.11279002874283	0.039940198283436	0.2054755154566
"TRINITY_DN314214_c0_g5"	-5.11310415688265	6.38664237464892	5.68285996054068	0.0399402055805568	0.2054755154566
"TRINITY_DN312082_c2_g4"	3.47970268423768	13.051637054008	4.46546555742619	0.0419421682824938	0.214911670279498
"TRINITY_DN45561_c0_g1"	-5.31761507540915	6.92178382541801	4.45319284078602	0.0422083410093054	0.215413883796495
"TRINITY_DN311484_c1_g6"	4.06583035578633	6.28208803711915	5.12816684293113	0.0434914901313016	0.220207910085529
"TRINITY_DN68954_c0_g1"	4.27680507253017	6.29051455291811	5.26970129761321	0.043491491999718	0.220207910085529
"TRINITY_DN256940_c0_g1"	-5.622016513782	7.02190853124763	4.4050444171173	0.0437399933090658	0.220594218224068
"TRINITY_DN294168_c4_g1"	-5.37255296518885	6.82971366108193	4.37585943094968	0.0446592632003186	0.224241977793796
"TRINITY_DN294138_c0_g1"	-5.67112736901535	7.18067390778819	4.33739758632308	0.0448133851016484	0.224241977793796
"TRINITY_DN649964_c0_g1"	4.56954394708418	6.48928793344134	4.35270614804625	0.0451920873488312	0.224425038905275
"TRINITY_DN274899_c0_g1"	3.88118096744122	8.78067529085411	4.32083117758391	0.0452003591237791	0.224425038905275
"TRINITY_DN314633_c5_g1"	-3.87257261888421	9.01526876654037	4.30796038463987	0.0455035517752322	0.225058107428851
"TRINITY_DN311750_c0_g1"	-5.44424268973844	9.15932700373652	4.29647139576817	0.0457760897055824	0.225398211131156
"TRINITY_DN277375_c0_g1"	-4.87627331180542	6.9656818662255	4.30185359943245	0.0461254126086915	0.225398211131156
"TRINITY_DN227525_c0_g1"	4.27413519185526	6.51140173407003	4.30053550661915	0.0464186908903716	0.225398211131156
"TRINITY_DN293486_c0_g1"	-3.77130105148926	8.44399587650686	4.26378457646505	0.0465613776063887	0.225398211131156
"TRINITY_DN293384_c0_g1"	-5.4482885016566	7.73230483918512	4.25730080709614	0.0467189082402953	0.225398211131156
"TRINITY_DN312720_c0_g1"	-3.82254977536553	9.90696641891526	4.25473375491492	0.0467814402374831	0.225398211131156
"TRINITY_DN61675_c0_g1"	-4.39424384758484	6.47818445877158	4.28446211010548	0.0468040001255953	0.225398211131156
"TRINITY_DN312082_c2_g7"	-5.65474600484566	8.92059769411127	4.22946782231812	0.0474018598361191	0.227422406180032
"TRINITY_DN584854_c0_g1"	-4.59605117439186	6.51446174534065	4.24409309914837	0.0477874552960887	0.22841690385929
"TRINITY_DN257906_c0_g2"	-4.63550722174714	6.5859215203679	4.17892406842536	0.0491569503941692	0.233517927002116
"TRINITY_DN102004_c0_g1"	-4.33037398172745	6.45174345522202	4.18694013141514	0.0492192351995092	0.233517927002116
"TRINITY_DN62286_c0_g1"	-4.13052262816223	6.43362288762586	4.1727848761351	0.0495811643399575	0.234367053577437
"TRINITY_DN311790_c0_g1"	-4.64700646900088	6.57880794663012	4.13820108457721	0.0502093919752824	0.236464085001238
"TRINITY_DN317254_c5_g1"	-4.52841980172176	12.4595551494605	4.10085127890447	0.0507043901461317	0.237920599916464
"TRINITY_DN371420_c0_g1"	-4.38453294094154	6.62630536293794	4.09972694282499	0.051496790195646	0.240756891389133
"TRINITY_DN37446_c0_g1"	-4.14736733164292	6.45552980063519	4.09066866735105	0.0517399828371723	0.241014247325155
"TRINITY_DN317254_c3_g1"	-4.9257756134734	10.601435486913	4.05422262303461	0.0519639038248864	0.241180292752462
"TRINITY_DN312080_c2_g4"	-4.62874030459231	7.66444143570976	3.87279583642428	0.0572051603688391	0.260596433501494
"TRINITY_DN317266_c4_g1"	-2.77578648370493	11.0157105369601	3.86053501476855	0.0575799773260274	0.260596433501494
"TRINITY_DN22603_c0_g1"	4.64714623949899	6.6283987840496	3.82621187519669	0.0586438391946993	0.260596433501494
"TRINITY_DN359187_c0_g1"	-3.49209516033189	6.24122767096941	4.71318288519726	0.058742505254439	0.260596433501494
"TRINITY_DN48385_c0_g1"	-3.49209516033189	6.24122767096941	4.71318288519726	0.058742505254439	0.260596433501494
"TRINITY_DN4982_c0_g1"	-3.49209516033189	6.24122767096941	4.71318288519726	0.058742505254439	0.260596433501494
"TRINITY_DN17504_c0_g1"	-3.76629409561488	6.26493782976939	4.77069601643704	0.0587425064946582	0.260596433501494
"TRINITY_DN344382_c0_g1"	-3.81701834382678	6.26800945331407	4.79251357415189	0.0587425068918107	0.260596433501494
"TRINITY_DN4964_c0_g1"	-4.12647169044621	6.28902979388812	4.91452932314801	0.0587425092322405	0.260596433501494
"TRINITY_DN21033_c0_g1"	-4.2243768580147	6.30675825463817	4.8240028878288	0.0587425096932876	0.260596433501494
"TRINITY_DN274849_c0_g1"	-4.56477651005729	6.33546961382313	4.92346215934178	0.0587425128080188	0.260596433501494
"TRINITY_DN312762_c1_g4"	-4.59370292903441	6.33854720253949	4.92319770165935	0.0587425133460515	0.260596433501494
"TRINITY_DN3723_c0_g1"	4.02475032518545	6.55147612424083	3.84684494835028	0.0587918573629444	0.260596433501494
"TRINITY_DN276980_c0_g1"	4.10394382228864	6.44804166393948	3.78515944523478	0.0607416571914897	0.267879421130764
"TRINITY_DN252813_c0_g1"	4.23631663269183	6.50971134186479	3.78169863984438	0.0608531706081595	0.267879421130764
"TRINITY_DN62000_c0_g1"	3.76815301251863	6.36548085507197	3.74771147191106	0.0619605454991446	0.271260092044256
"TRINITY_DN40150_c0_g1"	5.15514088441523	6.76209367779324	3.74515772605487	0.0620446580553997	0.271260092044256
"TRINITY_DN316994_c2_g1"	-3.09195952883193	10.4306555824277	3.6987844642853	0.0627891658171384	0.273581365346103
"TRINITY_DN317254_c4_g1"	-4.5831224845335	11.6460695458225	3.69118173944869	0.0630466124980985	0.273771900373099
"TRINITY_DN311989_c2_g2"	-4.22340914936232	7.96036384787725	3.69852229708728	0.0633181986332761	0.274022339355496
"TRINITY_DN442_c0_g1"	-3.80600369651157	6.40105435253108	3.68556993323711	0.0640440389052675	0.276230349621709
"TRINITY_DN220363_c1_g1"	-4.03171046904198	6.44999727110325	3.64030913296971	0.0653237537133625	0.280804458076568
"TRINITY_DN312762_c1_g2"	-3.75636803714822	9.16193117985713	3.60548024595545	0.0660315637237553	0.282897769665989
"TRINITY_DN311775_c0_g1"	-3.72851946020107	9.55922981412811	3.57692828482881	0.0670607897220538	0.28634957211317
"TRINITY_DN316214_c3_g1"	4.01038883643528	6.48746027156148	3.59261079523824	0.0673089178473868	0.286454231769111
"TRINITY_DN278901_c0_g1"	-4.85991509539283	7.64424298275754	3.55368322365124	0.0679119590238592	0.288063640760144
"TRINITY_DN616376_c0_g1"	-3.69506592109517	6.39846053200232	3.56143127042044	0.068155650212715	0.288143194463656
"TRINITY_DN311923_c1_g1"	4.25540036245376	6.72246060603186	3.55820358413471	0.0685643641936302	0.288917600434343
"TRINITY_DN256530_c0_g1"	-3.93160917997299	6.57099412837305	3.54194799187988	0.068876158399002	0.289279865275808
"TRINITY_DN312006_c1_g1"	-4.75278435589716	7.01338143204135	3.49781539433695	0.0705400302497314	0.295299930555248
"TRINITY_DN316227_c2_g7"	-4.35727923681267	7.84857340487361	3.4512093509485	0.0718111355360371	0.299641904305093
"TRINITY_DN6598_c0_g1"	3.63696111400729	6.41553778892166	3.45784329047273	0.0723791872666622	0.300911730720205
"TRINITY_DN6490_c0_g1"	3.25119039301353	6.32831263473237	3.52795555917341	0.0725852652556935	0.300911730720205
"TRINITY_DN311923_c2_g1"	-3.47112176529921	10.3287976513044	3.41500759780067	0.0732480573969111	0.302679875888526
"TRINITY_DN314848_c0_g3"	-4.66793940444411	7.25636537751166	3.40137590204931	0.0737974586740756	0.303969596660742
"TRINITY_DN584850_c0_g1"	3.28816749330817	6.40201467027377	3.47151995407205	0.0751427302506243	0.308518709779005
"TRINITY_DN276049_c0_g1"	-4.70899622815527	7.42670304886186	3.35534404290197	0.0756871420125414	0.309761114754203
"TRINITY_DN312006_c2_g1"	-4.59035321443487	8.66611495701144	3.35789994803238	0.0764171855654704	0.311752913087158
"TRINITY_DN276864_c0_g2"	3.50590734947604	8.26016906089976	3.31892465566525	0.0772207502355617	0.314031050957951
"TRINITY_DN312086_c6_g1"	-3.61907119382078	9.06389802282482	3.30758034860465	0.0782484547968962	0.317203387958304
"TRINITY_DN32497_c0_g1"	-3.55286135596511	6.38925741460917	3.29330044102602	0.0788643182151792	0.317798691649857
"TRINITY_DN11147_c0_g1"	-3.84215177809478	6.42704920312831	3.29267357921311	0.0788914784891916	0.317798691649857
"TRINITY_DN542739_c0_g1"	-3.46747055682945	6.40618112141984	3.27484643333191	0.0796683169782988	0.319921987615049
"TRINITY_DN255274_c0_g1"	-3.94776460987871	6.57580171451841	3.24676740549369	0.0809094651921013	0.323890702847131
"TRINITY_DN233060_c0_g1"	3.91854032719739	6.70626146797159	3.24531798998326	0.0812733042294551	0.324333653326891
"TRINITY_DN220748_c0_g1"	-3.61863228558768	6.40620346705395	3.22786071650911	0.0817574776700446	0.325252574209091
"TRINITY_DN220366_c0_g1"	-4.93493164924337	6.90786396269948	3.21227906186757	0.0824639069861762	0.32614621581121
"TRINITY_DN175229_c0_g1"	-3.91393920541997	6.44373832572758	3.2116775788797	0.0824913145377299	0.32614621581121
"TRINITY_DN294663_c0_g1"	-4.71892137856352	7.68865158478235	3.20255146396355	0.0829084268269042	0.326318568330248
"TRINITY_DN311071_c1_g5"	-3.65382830284155	9.08746126302967	3.1876845118169	0.083044381948213	0.326318568330248
"TRINITY_DN37563_c0_g2"	3.34685895561989	6.34745059754352	3.17936384198129	0.0842798414424781	0.329561105123374
"TRINITY_DN317247_c5_g4"	-4.77073216683696	6.65455940737561	3.34248591252593	0.0843841081034088	0.329561105123374
"TRINITY_DN276601_c0_g1"	-5.25612323910687	7.19298264396413	3.14167460855915	0.0852019503439491	0.331743764105164
"TRINITY_DN314279_c1_g6"	-3.50668265579397	6.43043004021075	3.13314893162111	0.086159724641326	0.334456385653147
"TRINITY_DN104380_c0_g1"	-4.49439319041321	6.9917414392107	3.10492026181838	0.0869710210905243	0.336585734190216
"TRINITY_DN6862_c0_g1"	-3.46623834720843	6.41696108472034	3.09910706546956	0.0878070964735185	0.338797863200534
"TRINITY_DN4615_c0_g1"	4.31627881680219	7.10146684448719	3.07493727775448	0.0884449541027093	0.339913304924405
"TRINITY_DN294181_c0_g1"	-4.59670982754706	7.52185028943518	3.07127556789877	0.0886268882472687	0.339913304924405
"TRINITY_DN686095_c0_g1"	3.52269024246363	6.37849454717046	3.10903286406184	0.0889915441724538	0.340293039059443
"TRINITY_DN256470_c1_g1"	-4.48151791785406	6.97672348658276	3.05683637909029	0.0893484468962704	0.340640953792031
"TRINITY_DN311923_c3_g4"	-3.29788847921089	9.91076324157864	3.03963491800617	0.0902167376706978	0.342930685329863
"TRINITY_DN294784_c0_g2"	3.36424348030256	9.10366416133405	3.02745295688882	0.0908374362569681	0.344268508417681
"TRINITY_DN274833_c0_g1"	-4.38674204522584	7.075243390823	3.02924598292895	0.0913009974460384	0.345004654066004
"TRINITY_DN5404_c0_g2"	-3.37159135375557	6.47054382613818	2.99986337215246	0.0931222295939142	0.350062143721688
"TRINITY_DN5532_c0_g1"	-3.13641885086921	6.3482676266261	2.99864132329423	0.0931859414590909	0.350062143721688
"TRINITY_DN314258_c3_g1"	-3.82273008023347	8.7430035116751	2.97463949953659	0.0935849820347591	0.350533222182826
"TRINITY_DN226945_c0_g1"	-4.38540805525173	7.03490662211975	2.97566686126097	0.0940877828025768	0.351389066385134
"TRINITY_DN22801_c0_g1"	-3.2063012724059	6.35495570267823	2.96731915403989	0.0945306228314839	0.352016650718404
"TRINITY_DN293824_c0_g1"	-4.74375589241983	8.23103474262027	2.94215253342762	0.0953218714118433	0.353934252981366
"TRINITY_DN276942_c0_g1"	3.52909406380028	8.35220777693396	2.92346706030443	0.0963374482507117	0.356671304072722
"TRINITY_DN222960_c0_g1"	3.53438108339109	7.75663945494029	2.90835011401698	0.0971680769829285	0.358709817334673
"TRINITY_DN293389_c0_g1"	3.23664559401475	9.04009083728903	2.89165390954229	0.0980949618056985	0.361090936991666
"TRINITY_DN22072_c0_g1"	-3.73962908288401	6.48847353161162	2.89628004612004	0.0987034117326912	0.362289600084749
"TRINITY_DN292387_c4_g5"	-3.84840552491776	6.52765164655701	2.93137457481908	0.100000227053131	0.36600083101446
"TRINITY_DN35676_c0_g1"	-3.7468506560439	6.60508074259264	2.84184600646875	0.101481579657557	0.369588875362319
"TRINITY_DN316925_c1_g2"	-4.18990839825663	7.32996076192276	2.8308325690709	0.101557598850536	0.369588875362319
"TRINITY_DN371752_c0_g1"	-3.1245633223479	6.36065932930704	2.8337029314466	0.101952482751869	0.369759519219187
"TRINITY_DN298818_c0_g1"	4.29886633278982	9.67058458504406	2.82012022690154	0.102181787512562	0.369759519219187
"TRINITY_DN316954_c4_g3"	-3.51498263796714	6.56121010186301	2.80495202965021	0.103635214008136	0.372872487329842
"TRINITY_DN278821_c0_g2"	-3.62831541428965	6.85770070475761	2.80286370861534	0.103758672079009	0.372872487329842
"TRINITY_DN251341_c0_g1"	-3.42603948378609	7.88173524319963	2.78869880603385	0.104038057628495	0.372872487329842
"TRINITY_DN271518_c0_g1"	-3.70521356718437	7.70368958782535	2.78392200756329	0.104323612335354	0.372872487329842
"TRINITY_DN256587_c1_g1"	-3.40954961549577	6.66353371489304	2.79559985792763	0.104497441804382	0.372872487329842
"TRINITY_DN276577_c0_g2"	2.90989453087133	6.40313921106297	2.77068060691737	0.105991071023468	0.377151561058509
"TRINITY_DN220450_c0_g1"	-3.63163896504468	6.61289537430421	2.75102840776237	0.106877751526415	0.379253184779329
"TRINITY_DN375758_c0_g1"	-3.76241054295906	6.58469397403027	2.74490332359083	0.10725336670472	0.379463690991678
"TRINITY_DN256325_c0_g1"	4.2996433444576	7.3757407267837	2.73129713604037	0.107529523676799	0.379463690991678
"TRINITY_DN668911_c0_g1"	-2.83650447969429	6.32327140192338	2.73430134051501	0.108215829019667	0.380836475203828
"TRINITY_DN6216_c0_g1"	-3.09848342698465	6.35799655191863	2.72585776788552	0.10873983514022	0.380858234018678
"TRINITY_DN314258_c2_g4"	-3.65032269055898	8.57195872237276	2.70427340411763	0.109219527444182	0.380858234018678
"TRINITY_DN104680_c0_g1"	-2.93427230115845	6.33453343514452	2.71119809422128	0.109347613955379	0.380858234018678
"TRINITY_DN292328_c0_g1"	-4.11691978916855	8.22657713964976	2.70079908047282	0.109439002880396	0.380858234018678
"TRINITY_DN251099_c0_g1"	3.4954363215928	6.98969195607827	2.71037044163822	0.109708577949174	0.380858234018678
"TRINITY_DN292919_c0_g1"	-3.05438229735123	6.45447886361294	2.69465437653256	0.110701793144969	0.383267559510015
"TRINITY_DN277054_c0_g1"	-3.48192726980324	8.38861116338003	2.66214005888868	0.111915541524537	0.386425360358307
"TRINITY_DN271663_c0_g1"	-4.15825307055032	6.91528595076628	2.63719041575931	0.11354797784102	0.391007955952544
"TRINITY_DN317254_c5_g2"	-4.07036789707736	9.42590800994248	2.62583358045405	0.114300092652874	0.391413820401532
"TRINITY_DN316925_c1_g1"	-3.99441126737042	7.14137801181385	2.62411654115538	0.114414302299657	0.391413820401532
"TRINITY_DN312762_c0_g1"	-3.23472462342593	6.49314233994399	2.62268815043384	0.115384269978359	0.391413820401532
"TRINITY_DN676428_c0_g1"	3.0276291003549	6.33957672894434	2.71736621367575	0.116414503736602	0.391413820401532
"TRINITY_DN380132_c0_g1"	2.9518735043139	6.31562767255924	2.83560771842884	0.116414505533454	0.391413820401532
"TRINITY_DN2108_c0_g1"	3.42860895673872	6.36959087162015	2.95716307096446	0.116414508408648	0.391413820401532
"TRINITY_DN211137_c0_g1"	3.47576562248542	6.37529293416334	3.1616340237462	0.116414508488997	0.391413820401532
"TRINITY_DN375615_c0_g1"	3.58377970066005	6.38947467349738	3.30382813650342	0.116414509768865	0.391413820401532
"TRINITY_DN314868_c0_g1"	2.33256181622312	11.0861625560379	2.59202363622313	0.116573311793963	0.391413820401532
"TRINITY_DN4574_c0_g1"	-2.87300602706716	6.36714639005984	2.60275476783011	0.116721373453072	0.391413820401532
"TRINITY_DN27160_c0_g1"	-2.80726946053921	6.37135342089994	2.59723193042567	0.11709499855504	0.391641496472602
"TRINITY_DN310028_c0_g2"	2.99014537972752	6.32013913281804	2.59048997681784	0.117552973097081	0.391725767204801
"TRINITY_DN222929_c0_g2"	-3.04582435077952	6.70169099895202	2.58348267156636	0.118031168779054	0.391725767204801
"TRINITY_DN294653_c0_g3"	-3.71842770369348	8.41304586723346	2.57064451185562	0.118037584809565	0.391725767204801
"TRINITY_DN6840_c0_g1"	3.17422644890836	6.65014039378053	2.56662852929021	0.119190578942252	0.393593106284555
"TRINITY_DN312748_c0_g4"	-3.14159204177675	6.44465766894129	2.56627883576123	0.119214773800474	0.393593106284555
"TRINITY_DN227368_c0_g1"	-3.26977837291281	6.47318062983864	2.5457244192489	0.120337039860441	0.396276987303919
"TRINITY_DN238255_c0_g1"	3.72394393955817	8.15408733960864	2.52469899300704	0.121256736220119	0.398281741276851
"TRINITY_DN544626_c0_g1"	-3.47310748976587	6.45335916133387	2.74193612204916	0.122193809543479	0.399311971135878
"TRINITY_DN626203_c0_g1"	-3.09222612203842	6.36765517755227	2.74586698229812	0.122193827232837	0.399311971135878
"TRINITY_DN314888_c1_g1"	-3.94295071798283	7.14981825157218	2.49857901692778	0.123131944088826	0.401353741419303
"TRINITY_DN298612_c2_g2"	2.97316643712602	9.3996015743576	2.47434662379421	0.124901661072836	0.405805814793333
"TRINITY_DN314258_c3_g5"	-3.77411526783884	8.53859127835859	2.47123027285001	0.125131379268826	0.405805814793333
"TRINITY_DN256217_c0_g1"	4.16404593907723	8.00649720250569	2.47730287074865	0.125560112552187	0.406167939846846
"TRINITY_DN292910_c0_g2"	4.29896870323282	7.33912939979466	2.45710634686059	0.126178656708994	0.407140703385949
"TRINITY_DN312006_c3_g1"	3.1612359546123	6.44299471778598	2.44258942627126	0.128141431757908	0.412435110758492
"TRINITY_DN316925_c2_g2"	-2.94314127376732	8.60184629330937	2.42668496960625	0.128469046677708	0.412453255123169
"TRINITY_DN111599_c0_g1"	-2.93001552402495	6.48264228308896	2.41678630833292	0.129790396213392	0.414929763300087
"TRINITY_DN688119_c0_g1"	2.63898377591432	6.40251633012299	2.41955681620334	0.129888239721573	0.414929763300087
"TRINITY_DN296750_c0_g4"	-2.85630148352024	10.1468661967756	2.38464717085452	0.131713841892056	0.418064762817411
"TRINITY_DN254041_c0_g1"	3.76660288942552	6.89614969345075	2.38432627694181	0.131738974340013	0.418064762817411
"TRINITY_DN2987_c0_g1"	2.79672525044929	6.40059013947138	2.39413323499782	0.131848683979886	0.418064762817411
"TRINITY_DN316922_c2_g4"	3.44099236195595	6.61593294873438	2.3611908033584	0.133565723824041	0.422463437576782
"TRINITY_DN524444_c0_g1"	2.7205533358394	6.39044932964827	2.36534901489953	0.134110073975808	0.423140405820222
"TRINITY_DN311039_c2_g2"	-2.4354442715093	6.29776187156585	2.3476426162416	0.135523652210584	0.426095511875866
"TRINITY_DN317261_c5_g1"	1.88488837964601	15.4375176773021	2.33339483241495	0.135799567299417	0.426095511875866
"TRINITY_DN104682_c0_g1"	2.70283154833123	6.49652606107078	2.34117228246385	0.136044546726955	0.426095511875866
"TRINITY_DN233016_c0_g1"	-2.50553409533726	6.30468217706471	2.31606048687424	0.137779288563639	0.429428877493968
"TRINITY_DN616367_c0_g1"	-2.50553409533726	6.30468217706471	2.31606048687424	0.137779288563639	0.429428877493968
"TRINITY_DN25663_c0_g1"	2.94141000202686	6.5940210438283	2.31075420677769	0.138524967985337	0.430705058226254
"TRINITY_DN104265_c0_g1"	-3.28067277167951	6.52628075413282	2.29195978546736	0.139775052370299	0.433539569216351
"TRINITY_DN314212_c0_g2"	2.63969868492826	6.49331683744641	2.24421692467036	0.144137896149699	0.445991896057402
"TRINITY_DN316214_c4_g7"	2.71134401678406	6.52469967440627	2.23263554572586	0.145141952207897	0.447234904627664
"TRINITY_DN295276_c1_g1"	-2.87509540717084	9.83122139582339	2.22157364538905	0.145237876912653	0.447234904627664
"TRINITY_DN226093_c0_g1"	-3.26060309880973	6.83022319933385	2.20350847367758	0.147703744683467	0.453737402732664
"TRINITY_DN252268_c0_g1"	-3.6202021839335	6.80467550868985	2.19139804471317	0.14847686526825	0.455021206719208
"TRINITY_DN274576_c0_g1"	-4.05695217462315	6.92428398972336	2.1806275393126	0.148884548932524	0.455181640053851
"TRINITY_DN277916_c0_g1"	-2.48944446171066	6.31878047415757	2.17938381058423	0.149865973427505	0.455558679716127
"TRINITY_DN173144_c0_g2"	2.77697893405082	6.4597811669256	2.17731207116873	0.150053392729779	0.455558679716127
"TRINITY_DN2949_c0_g1"	-2.74827236619221	6.50984776328774	2.17368542911248	0.150074756315539	0.455558679716127
"TRINITY_DN344061_c0_g1"	2.29154773635842	6.50549098508688	2.15579848901073	0.152016060939788	0.45967353319183
"TRINITY_DN3808_c0_g1"	2.58355430384033	6.41797782232631	2.15350827823378	0.152226775893426	0.45967353319183
"TRINITY_DN104875_c0_g1"	2.76623153134827	6.82030019909227	2.14727061602351	0.152802436190952	0.45967353319183
"TRINITY_DN311417_c7_g2"	2.53196526210785	6.6713091082918	2.14558406107431	0.152958526442099	0.45967353319183
"TRINITY_DN34620_c0_g1"	-2.3778400530128	6.31515870592739	2.15133406812877	0.15609519250612	0.45967353319183
"TRINITY_DN62172_c0_g1"	-2.74989357412676	6.38026503773205	2.32914322098635	0.156095193143485	0.45967353319183
"TRINITY_DN25631_c0_g1"	-2.59987395596215	6.35500372144942	2.14588975854533	0.156095194711139	0.45967353319183
"TRINITY_DN440465_c0_g1"	-2.27865773113673	6.30530445047723	2.17163108462453	0.156095224355169	0.45967353319183
"TRINITY_DN686023_c0_g1"	-2.27865773113673	6.30530445047723	2.17163108462453	0.156095224355169	0.45967353319183
"TRINITY_DN523714_c0_g1"	-2.30767201539837	6.30828054430662	2.18445591590943	0.156095224405588	0.45967353319183
"TRINITY_DN54278_c0_g1"	-2.30767201539837	6.30828054430662	2.18445591590943	0.156095224405588	0.45967353319183
"TRINITY_DN274633_c1_g1"	-2.47074930033403	6.32360861055018	2.24799983605212	0.156095226684889	0.45967353319183
"TRINITY_DN664252_c0_g1"	-2.99521386759862	6.3907543785844	2.44452280126124	0.156095227898865	0.45967353319183
"TRINITY_DN256949_c0_g1"	-2.50495007886349	6.47597507256676	2.11601133298512	0.157680284286737	0.463276248099335
"TRINITY_DN299038_c0_g1"	-3.07773862482207	7.26954000120539	2.08579692439163	0.158310085774234	0.464062288047583
"TRINITY_DN104321_c0_g1"	-2.17841092552664	6.36198436208822	2.07570891983747	0.159594621837461	0.466759613182162
"TRINITY_DN317266_c4_g6"	-3.50492212808512	7.06713116249887	2.01774384735798	0.164500962001197	0.475122640326584
"TRINITY_DN311494_c0_g4"	2.48001591937923	6.58641583792131	2.02358360519127	0.164768303721911	0.475122640326584
"TRINITY_DN34625_c0_g1"	-2.40656638289338	6.3181178399417	2.01308359942864	0.165530583548728	0.475122640326584
"TRINITY_DN371136_c0_g1"	2.52535316578111	6.30365015778025	2.27034668237208	0.165671901222354	0.475122640326584
"TRINITY_DN40173_c0_g1"	2.47370242155692	6.29075344800876	2.14001707707623	0.165671901575176	0.475122640326584
"TRINITY_DN48181_c0_g1"	2.52481094351564	6.28773730633395	2.20799973838534	0.165671901819309	0.475122640326584
"TRINITY_DN316996_c1_g1"	2.47780628088998	6.29012013771567	2.38491835625994	0.165671902634943	0.475122640326584
"TRINITY_DN347188_c0_g1"	2.91482325944851	6.48410792867294	2.0134584094915	0.165796307922566	0.475122640326584
"TRINITY_DN4875_c0_g1"	2.78757842912445	6.52686056168719	2.01301881970775	0.165841112138544	0.475122640326584
"TRINITY_DN234189_c0_g1"	-3.61763709051149	6.80990518811631	1.99812800755036	0.166509564523464	0.475122640326584
"TRINITY_DN689712_c0_g1"	3.30375385676644	6.70089570531559	1.99789101975194	0.166534008982542	0.475122640326584
"TRINITY_DN251019_c0_g1"	3.43409752940818	6.696428780068	1.98688496313457	0.167673961376648	0.47679104010095
"TRINITY_DN35391_c0_g1"	-2.51875698584264	6.37950108446564	1.99191490452572	0.168009180630239	0.47679104010095
"TRINITY_DN493676_c0_g1"	-2.45412490637654	6.36704464129074	1.98348656620225	0.168581386623112	0.47679104010095
"TRINITY_DN235337_c0_g1"	-3.32149128128993	6.86251810031193	1.98323499276141	0.168607604344832	0.47679104010095
"TRINITY_DN311071_c0_g3"	-3.50462893085624	6.63685951212313	1.94495626837147	0.172102729424473	0.482376622439209
"TRINITY_DN2983_c0_g1"	-2.5140973557992	6.36789940237892	1.94693366135277	0.172442338823493	0.482376622439209
"TRINITY_DN676150_c0_g1"	2.06785660405651	6.32654648926823	1.9483540190756	0.172592418287184	0.482376622439209
