geneID,kME
TRINITY_DN294655_c4_g1,0
TRINITY_DN299296_c0_g1,0
TRINITY_DN292383_c0_g1,0
TRINITY_DN278387_c0_g1,0
TRINITY_DN294779_c0_g2,0
TRINITY_DN292979_c1_g2,0
TRINITY_DN312722_c4_g1,0
TRINITY_DN299758_c1_g2,0
TRINITY_DN298447_c1_g1,0
TRINITY_DN298832_c0_g1,0
TRINITY_DN312065_c5_g1,0
TRINITY_DN310761_c3_g3,0
TRINITY_DN294747_c0_g1,0
TRINITY_DN296781_c0_g1,0
TRINITY_DN292973_c0_g1,0
TRINITY_DN316974_c2_g2,0
TRINITY_DN295268_c2_g1,0
TRINITY_DN274865_c0_g1,0
TRINITY_DN298449_c3_g4,0
TRINITY_DN314218_c0_g2,0
TRINITY_DN310742_c0_g4,0
TRINITY_DN274800_c0_g1,0
TRINITY_DN277933_c0_g1,0
TRINITY_DN294783_c0_g1,0
TRINITY_DN310763_c4_g1,0
TRINITY_DN298237_c0_g1,0
TRINITY_DN296758_c2_g1,0
TRINITY_DN277292_c0_g1,0
TRINITY_DN292961_c0_g1,0
TRINITY_DN293450_c1_g1,0
TRINITY_DN4638_c0_g1,0
TRINITY_DN310768_c2_g1,0
TRINITY_DN294759_c0_g1,0
TRINITY_DN311745_c0_g3,0
TRINITY_DN312738_c3_g1,0
TRINITY_DN298167_c1_g1,0
TRINITY_DN256514_c0_g2,0
TRINITY_DN277003_c0_g1,0
TRINITY_DN294778_c3_g3,0
TRINITY_DN295083_c2_g1,0
TRINITY_DN296783_c0_g1,0
TRINITY_DN293349_c0_g1,0
TRINITY_DN298447_c0_g1,0
TRINITY_DN299047_c0_g1,0
TRINITY_DN292999_c3_g1,0
TRINITY_DN299788_c0_g1,0
TRINITY_DN274050_c0_g1,0
TRINITY_DN314848_c0_g1,0
TRINITY_DN298472_c6_g3,0
TRINITY_DN292951_c0_g1,0
TRINITY_DN312740_c0_g1,0
TRINITY_DN299726_c0_g1,0
TRINITY_DN298475_c0_g1,0
TRINITY_DN311475_c2_g1,0
TRINITY_DN311070_c0_g2,0
TRINITY_DN298161_c0_g1,0
TRINITY_DN311743_c1_g1,0
TRINITY_DN316932_c1_g1,0
TRINITY_DN255937_c0_g2,0
TRINITY_DN252362_c0_g1,0
TRINITY_DN312716_c1_g1,0
TRINITY_DN294655_c3_g1,0
TRINITY_DN293398_c2_g7,0
TRINITY_DN314627_c4_g1,0
TRINITY_DN310080_c0_g1,0
TRINITY_DN296706_c2_g1,0
TRINITY_DN296757_c3_g1,0
TRINITY_DN299260_c0_g1,0
TRINITY_DN298836_c0_g1,0
TRINITY_DN311478_c0_g1,0
TRINITY_DN271662_c0_g1,0
TRINITY_DN299022_c0_g1,0
TRINITY_DN299750_c3_g2,0
TRINITY_DN311784_c3_g3,0
TRINITY_DN277207_c0_g1,0
TRINITY_DN271276_c0_g1,0
TRINITY_DN294670_c3_g1,0
TRINITY_DN296362_c0_g1,0
TRINITY_DN276843_c0_g1,0
TRINITY_DN271057_c0_g1,0
TRINITY_DN278966_c0_g2,0
TRINITY_DN314173_c2_g1,0
TRINITY_DN294779_c1_g3,0
TRINITY_DN277009_c0_g1,0
TRINITY_DN299795_c0_g1,0
TRINITY_DN294779_c1_g2,0
TRINITY_DN294101_c0_g1,0
TRINITY_DN294650_c0_g7,0
TRINITY_DN299756_c1_g1,0
TRINITY_DN254083_c0_g1,0
TRINITY_DN298231_c0_g1,0
TRINITY_DN293813_c0_g1,0
TRINITY_DN299795_c0_g2,0
TRINITY_DN310745_c1_g1,0
TRINITY_DN296754_c4_g2,0
TRINITY_DN276575_c0_g1,0
TRINITY_DN294126_c0_g1,0
TRINITY_DN292979_c1_g3,0
TRINITY_DN312739_c5_g1,0
TRINITY_DN296770_c4_g4,0
TRINITY_DN316937_c1_g1,0
TRINITY_DN294650_c0_g2,0
TRINITY_DN292973_c0_g2,0
TRINITY_DN294769_c0_g2,0
TRINITY_DN314867_c0_g1,0
TRINITY_DN312753_c3_g2,0
TRINITY_DN299294_c0_g1,0
TRINITY_DN293495_c0_g1,0
TRINITY_DN298600_c0_g1,0
TRINITY_DN316210_c1_g1,0
TRINITY_DN311752_c0_g1,0
TRINITY_DN298472_c6_g2,0
TRINITY_DN312705_c0_g1,0
TRINITY_DN256323_c0_g1,0
TRINITY_DN299782_c2_g3,0
TRINITY_DN312713_c0_g1,0
TRINITY_DN256245_c0_g1,0
TRINITY_DN311758_c0_g2,0
TRINITY_DN256575_c0_g1,0
TRINITY_DN3463_c0_g1,0
TRINITY_DN277043_c0_g2,0
TRINITY_DN294168_c8_g1,0
TRINITY_DN276064_c0_g1,0
TRINITY_DN298166_c1_g1,0
TRINITY_DN299780_c0_g1,0
TRINITY_DN54414_c0_g1,0
TRINITY_DN293699_c0_g1,0
TRINITY_DN311036_c1_g2,0
TRINITY_DN295073_c1_g1,0
TRINITY_DN252333_c0_g1,0
TRINITY_DN274625_c0_g1,0
TRINITY_DN298847_c1_g3,0
TRINITY_DN314626_c2_g2,0
TRINITY_DN310768_c2_g2,0
TRINITY_DN298861_c0_g1,0
TRINITY_DN293690_c9_g2,0
TRINITY_DN293493_c1_g1,0
TRINITY_DN295265_c0_g1,0
TRINITY_DN298166_c2_g2,0
TRINITY_DN293815_c1_g1,0
TRINITY_DN293345_c0_g1,0
TRINITY_DN314869_c0_g2,0
TRINITY_DN278966_c0_g1,0
