gene,signLogP
TRINITY_DN292973_c0_g2,-4.80875183573434
TRINITY_DN292979_c1_g2,-10.9906590752108
TRINITY_DN292979_c1_g6,-5.29948549419819
TRINITY_DN292999_c3_g1,-8.46327536985441
TRINITY_DN293349_c0_g1,-8.47662893987986
TRINITY_DN293398_c2_g7,-8.04767264161824
TRINITY_DN293450_c1_g1,-8.39617892080467
TRINITY_DN293456_c0_g2,-13.3786024503714
TRINITY_DN293491_c0_g1,-7.22089101593521
TRINITY_DN293499_c0_g1,-20.3860316221299
TRINITY_DN293691_c0_g1,-17.0312315306637
TRINITY_DN293813_c0_g1,-5.61606063287913
TRINITY_DN293818_c3_g2,-8.4326937147411
TRINITY_DN294142_c0_g1,-4.88366939047996
TRINITY_DN294187_c0_g1,-10.0398168031022
TRINITY_DN294619_c0_g2,-7.91311830379642
TRINITY_DN294655_c3_g1,-5.91726444601964
TRINITY_DN294655_c4_g1,-14.3890469089283
TRINITY_DN294655_c4_g2,-9.15842835755675
TRINITY_DN294674_c6_g1,-15.1268121110815
TRINITY_DN294747_c0_g1,-10.9253460549392
TRINITY_DN294759_c0_g1,-9.95676361595632
TRINITY_DN294778_c3_g3,-5.58357069282038
TRINITY_DN294779_c0_g2,-12.0150796515149
TRINITY_DN294779_c1_g2,-4.7646389081904
TRINITY_DN294783_c0_g1,-9.1644628420513
TRINITY_DN294787_c0_g3,-4.9146566168882
TRINITY_DN294789_c1_g1,-9.6917067126833
TRINITY_DN295071_c1_g1,-20.2167421399163
TRINITY_DN295083_c2_g1,-8.76285310680806
TRINITY_DN295216_c0_g2,-9.8144652037044
TRINITY_DN295225_c0_g2,-5.98635808471569
TRINITY_DN295225_c1_g1,-9.17186393505816
TRINITY_DN295268_c2_g1,-7.66559172277559
TRINITY_DN295270_c0_g1,-7.14749036359204
TRINITY_DN296362_c0_g1,-6.70698788395203
TRINITY_DN296362_c0_g2,-12.0905990307366
TRINITY_DN296362_c0_g5,-13.8389412312964
TRINITY_DN296376_c0_g1,-8.47427692151389
TRINITY_DN296706_c2_g1,-5.21802460155727
TRINITY_DN296757_c3_g1,-4.753117517667
TRINITY_DN296758_c2_g1,-8.41600447852221
TRINITY_DN296781_c0_g1,-11.1803405983706
TRINITY_DN296783_c0_g1,-8.3807873777866
TRINITY_DN296786_c0_g1,-8.91086059288025
TRINITY_DN296791_c0_g1,-14.5529137077179
TRINITY_DN298147_c1_g1,-8.39287490096356
TRINITY_DN298161_c0_g1,-5.70767888521162
TRINITY_DN298165_c0_g2,-9.8398405798977
TRINITY_DN298167_c1_g1,-7.90984946416151
TRINITY_DN298177_c0_g1,-7.27833527429756
TRINITY_DN298237_c0_g1,-7.69018890181837
TRINITY_DN298237_c0_g2,-6.76527299861285
TRINITY_DN298447_c0_g1,-7.85156895643244
TRINITY_DN298447_c1_g1,-11.994958757927
TRINITY_DN298449_c3_g4,-7.133032049185
TRINITY_DN298449_c4_g2,-4.87823041062288
TRINITY_DN298472_c6_g2,-5.7959273620458
TRINITY_DN298472_c6_g3,-6.81888703341505
TRINITY_DN298476_c0_g1,-17.3629590057319
TRINITY_DN298802_c0_g2,-12.4914772382879
TRINITY_DN298832_c0_g1,-9.13108813540165
TRINITY_DN298832_c1_g1,-15.6715236182055
TRINITY_DN298836_c0_g1,-7.58957261023799
TRINITY_DN298862_c0_g3,-9.60572751081753
TRINITY_DN298863_c0_g2,-5.67358814142653
TRINITY_DN299020_c1_g1,-15.0353194542166
TRINITY_DN299042_c0_g1,-5.73327832340147
TRINITY_DN299202_c0_g2,-5.15484450772843
TRINITY_DN299255_c0_g1,-14.5746957461347
TRINITY_DN299255_c0_g5,-9.69654497280768
TRINITY_DN299270_c7_g1,-8.9914545443755
TRINITY_DN299291_c1_g1,-10.3676867127404
TRINITY_DN299296_c0_g1,-10.573352148228
TRINITY_DN299658_c5_g1,-16.2771749224697
TRINITY_DN299726_c0_g1,-5.73052190053622
TRINITY_DN299750_c2_g1,-14.2280028583236
TRINITY_DN299750_c3_g2,-6.30096354385551
TRINITY_DN299750_c3_g3,-9.12424448759437
TRINITY_DN299758_c1_g2,-15.2206376195961
TRINITY_DN299788_c0_g1,-5.73992527938796
TRINITY_DN299795_c0_g1,-7.16748313334523
TRINITY_DN310080_c0_g1,-5.17044348600835
TRINITY_DN310742_c0_g4,-4.99204664223991
TRINITY_DN310742_c1_g3,-8.0965671388648
TRINITY_DN310745_c1_g1,-6.34258515149713
TRINITY_DN310761_c3_g1,-8.4979166287584
TRINITY_DN310761_c3_g3,-11.6604758384703
TRINITY_DN310761_c3_g4,-6.260329484576
TRINITY_DN310763_c4_g1,-5.55508140554008
TRINITY_DN310768_c2_g1,-7.23226904282685
TRINITY_DN310768_c2_g2,-4.87300940852801
TRINITY_DN311070_c0_g2,-8.64424101664757
TRINITY_DN311070_c0_g3,-17.5647009054475
TRINITY_DN311077_c1_g1,-14.5866955389299
TRINITY_DN311412_c1_g1,-11.1553991118928
TRINITY_DN311475_c2_g1,-4.85666559185442
TRINITY_DN311486_c4_g1,-5.84209287949894
TRINITY_DN311743_c1_g1,-8.42666550700944
TRINITY_DN311745_c0_g3,-8.30939136863722
TRINITY_DN311752_c0_g1,-5.50689974174997
TRINITY_DN311784_c3_g3,-6.60888560471823
TRINITY_DN311788_c0_g1,-11.4243136052347
TRINITY_DN311791_c2_g1,-5.68032308500912
TRINITY_DN311792_c1_g1,-11.7205549162833
TRINITY_DN312001_c0_g1,-17.4475370483269
TRINITY_DN312065_c5_g1,-10.660588698653
TRINITY_DN312095_c1_g3,-4.7885371868926
TRINITY_DN312705_c0_g3,-4.76395059999897
TRINITY_DN312728_c0_g1,-8.04994946929038
TRINITY_DN312738_c3_g1,-7.36090411168841
TRINITY_DN312740_c0_g1,-5.94435993399249
TRINITY_DN312753_c3_g2,-5.99501912284461
TRINITY_DN312799_c0_g2,-5.12016043966076
TRINITY_DN314109_c1_g1,-11.7492386202084
TRINITY_DN314109_c2_g1,-5.14289129246335
TRINITY_DN314157_c1_g1,-12.6490331560247
TRINITY_DN314160_c4_g1,-9.66961148472259
TRINITY_DN314170_c2_g1,-5.32907263281672
TRINITY_DN314173_c1_g1,-10.9229487206864
TRINITY_DN314173_c2_g1,-5.50717466198132
TRINITY_DN314176_c1_g1,-11.5135177205743
TRINITY_DN314218_c0_g2,-11.5474747569574
TRINITY_DN314626_c2_g5,-6.6083216227316
TRINITY_DN314627_c4_g1,-6.247489842786
TRINITY_DN314848_c0_g1,-10.9699723758066
TRINITY_DN316210_c2_g1,-10.8432464306802
TRINITY_DN316210_c3_g3,-12.0608257197171
TRINITY_DN316221_c2_g2,-6.91270143904319
TRINITY_DN316221_c2_g4,-5.02951520701393
TRINITY_DN316223_c6_g3,-11.9691776666531
TRINITY_DN316228_c3_g1,-14.2888968579702
TRINITY_DN316932_c1_g1,-8.85037004235532
TRINITY_DN316936_c5_g1,-5.39058204630847
TRINITY_DN316974_c2_g2,-11.3269666880409
TRINITY_DN317263_c4_g2,-7.81871647985675
TRINITY_DN38592_c0_g1,-7.06168993056978
TRINITY_DN524499_c0_g1,-6.97149078880477
TRINITY_DN546034_c0_g1,-4.74566306986497
TRINITY_DN553854_c0_g1,-5.45697284284631
TRINITY_DN6371_c0_g1,-5.84520847254753
TRINITY_DN643084_c0_g1,-5.79476910408515
